Date/Time,Temp_C,Rel Hum_%,Press_kPa,Temp_Change,Humidity_Change,Pressure_Change,Temp_Rolling_Mean,Humidity_Rolling_Mean,Pressure_Rolling_Mean,Temp_Rolling_Std,Humidity_Rolling_Std,Pressure_Rolling_Std,Anomaly_Score,ML_Anomaly
2012-08-04 08:00:00,23.1,63,101.75,1.3000000000000007,-4.0,0.0,21.9,65.4,101.619,0.8640987597867161,4.742245131673781,0.0894986033505549,0.13527599143349944,0
2012-08-04 09:00:00,24.7,60,101.73,1.599999999999998,-3.0,-0.019999999999996,22.06,65.3,101.643,1.1955472944771302,4.854551129266372,0.0830060238881567,0.13946457533788337,0
2012-08-04 10:00:00,27.2,54,101.72,2.5,-6.0,-0.0100000000000051,22.65,63.8,101.664,1.978355096762728,5.808040403899355,0.0713675930312433,0.10856395525305729,0
2012-08-04 11:00:00,28.3,54,101.69,1.1000000000000014,0.0,-0.0300000000000011,23.25,62.8,101.678,2.654660472116975,6.579429222119687,0.0592171146580008,0.1293074710861989,0
2012-08-04 12:00:00,30.1,52,101.62,1.8000000000000007,-2.0,-0.0699999999999931,24.06,61.6,101.681,3.370196169694016,7.381658952354947,0.0548634669133736,0.10172291886979706,0
2012-08-04 13:00:00,31.2,46,101.56,1.099999999999998,-6.0,-0.0600000000000022,25.0,59.8,101.676,3.9336158090656497,8.791409948858096,0.0636308800083676,0.08882436859284554,0
2012-08-04 14:00:00,32.0,44,101.48,0.8000000000000007,-2.0,-0.0799999999999983,25.99,58.1,101.662,4.346761246414515,10.0824379767766,0.0880403947790396,0.0823123541449089,0
2012-08-04 15:00:00,32.8,44,101.39,0.7999999999999972,0.0,-0.0900000000000034,27.14,56.1,101.636,4.487067837438538,10.743990568374672,0.1233063033512886,0.06425370272174963,0
2012-08-04 16:00:00,32.5,44,101.34,-0.2999999999999971,0.0,-0.0499999999999971,28.37,52.8,101.603,4.036513897466705,8.43010478384793,0.1536265312789355,0.0808641630066897,0
2012-08-04 17:00:00,32.5,47,101.32,0.0,3.0,-0.0200000000000102,29.44,50.8,101.56,3.4814428681857907,6.924994985958027,0.1674647558326647,0.09184651001687932,0
2012-08-04 18:00:00,32.2,49,101.29,-0.2999999999999971,2.0,-0.0299999999999869,30.35,49.4,101.514,2.7532808711703742,5.440588203493042,0.1725752653882685,0.09111530856493172,0
